destination,rank,activity_name,category,affinity_score
"Naxos, South Aegean, Greece",5,Mykonos Catamaran Cruise Day or Sunset Tour with Meals and Drinks,Tour And Sight Seeing,0.9397
"Naxos, South Aegean, Greece",6,Sunrise Excursion Mykonos,Tour And Sight Seeing,0.9394
"Naxos, South Aegean, Greece",7,Athens Koukaki food and culture tour: Delicious indulgence 6h,Tour And Sight Seeing,0.9393
"Naxos, South Aegean, Greece",8,Mykonos Semi Private catamaran cruise,Tour And Sight Seeing,0.9392
"Naxos, South Aegean, Greece",9,From Naxos/Paros: Delos & Mykonos Day Cruise with Expert Guide,Tour And Sight Seeing,0.9392
"Naxos, South Aegean, Greece",10,"DISCOVER - Iraklia, Schinoussa & Naxos (Shared max 10 People)",Tour And Sight Seeing,0.9391
"Naxos, South Aegean, Greece",11,One Full Day of True Sailing to South Naxos & Koufonisi SY AGERAS,Tour And Sight Seeing,0.9391
"Naxos, South Aegean, Greece",12,All inclusive day sailing tour from Naxos to the small cyclades,Tour And Sight Seeing,0.939
"Naxos, South Aegean, Greece",13,"Athens In a Day with Early Entry Parthenon, Agora & Lunch",Tour And Sight Seeing,0.9389
"Naxos, South Aegean, Greece",14,Full Day Guided Tour in Naxos and Heraklia,Tour And Sight Seeing,0.9389
"Naxos, South Aegean, Greece",15,Mykonos South Coast Cruise,Tour And Sight Seeing,0.9388
"Naxos, South Aegean, Greece",16,Full Day Trip Axopar 37 Joy Division,Tour And Sight Seeing,0.9388
"Naxos, South Aegean, Greece",17,Private Full-Day Cruise on Brand-New 2023 Motor Yacht in Mykonos (Voreus),Tour And Sight Seeing,0.9388
"Naxos, South Aegean, Greece",18,Athens Riviera Catamaran Cruise,Tour And Sight Seeing,0.9387
"Naxos, South Aegean, Greece",19,Naxian Apollo Private Tour,Tour And Sight Seeing,0.9387
"Naxos, South Aegean, Greece",20,South Coast Tour in Mykonos Island,Tour And Sight Seeing,0.9385
"Cartagena, Bolívar, Colombia",1,Private Arrival Transfer from Jackson Hole Airport JAC,__unk__,0.9333
"Cartagena, Bolívar, Colombia",2,Private Departure Transfer to Jackson Hole Airport JAC,__unk__,0.9333
"Cartagena, Bolívar, Colombia",3,Brews Cruise Hop-On Hop-Off Brewery Loop Full-Day Tour,Culinary,0.9332
"Cartagena, Bolívar, Colombia",4,"Create Your Own Hydro Dipped Tumbler, Mug or Flask in Estes Park",__unk__,0.9275
"Cartagena, Bolívar, Colombia",5,Minneapolis to Minneapolis Airport (MSP) - Departure Private Transfer,__unk__,0.9262
"Cartagena, Bolívar, Colombia",6,Minneapolis Airport (MSP) to Minneapolis - Arrival Private Transfer,__unk__,0.9262
"Cartagena, Bolívar, Colombia",7,Tie-Dye Art Class in Estes Park,__unk__,0.9258
"Cartagena, Bolívar, Colombia",8,Calgary YYC Airport to Downtown Calgary Hotels,__unk__,0.9254
"Cartagena, Bolívar, Colombia",9,One-Way Private Airport Transfer from Calgary Airport to Calgary,__unk__,0.9252
"Cartagena, Bolívar, Colombia",10,One-Way Private Airport Transfer from Calgary to Calgary Airport,__unk__,0.9252
"Cartagena, Bolívar, Colombia",11,CityPassport Vancouver - Attractions Pass and Destination Guide,Shows & Concerts,0.9251
"Cartagena, Bolívar, Colombia",12,Private Transfer from Calgary Airport (YYC) to Calgary Hotels,__unk__,0.925
"Cartagena, Bolívar, Colombia",13,Calgary hotel or address to Calgary Airport (YYC) - Departure Private Transfer,__unk__,0.925
"Cartagena, Bolívar, Colombia",14,Calgary Airport (YYC) to Calgary hotel or address - Arrival Private Transfer,__unk__,0.925
"Cartagena, Bolívar, Colombia",15,Calgary Airport (YYC) to Calgary hotel or address - Round-Trip Private Transfer,__unk__,0.925
"Cartagena, Bolívar, Colombia",16,Transfer in private minivan from Calgary to Downtown Calgary Airport (YYC),__unk__,0.925
"Cartagena, Bolívar, Colombia",17,Arrival Private Transfer: Calgary Airport YYC to Calgary in Luxury Van,__unk__,0.925
"Cartagena, Bolívar, Colombia",18,Arrival Private Transfer: Calgary Airport YYC to Calgary in Luxury SUV,__unk__,0.925
"Cartagena, Bolívar, Colombia",19,Departure Private Transfer: Calgary to Calgary Airport YYC in Luxury Van,__unk__,0.925
"Cartagena, Bolívar, Colombia",20,Private Transfer from Calgary to Calgary Airport YYC in Luxury SUV,__unk__,0.925
"Da Nang, Da Nang Municipality, Vietnam",1,Chiangmai Best Golf Challenge 5 Days 4 Nights all inclusive,Outdoor Activities,0.9791
"Da Nang, Da Nang Municipality, Vietnam",2,Lamphun and Lampang City Temples Small Group Tour – Full Day (from Chiang Mai),Outdoor Activities,0.9781
"Da Nang, Da Nang Municipality, Vietnam",3,Chiang Dao Cave Trekking Small Group Tour – Full Day,Outdoor Activities,0.9781
"Da Nang, Da Nang Municipality, Vietnam",4,Extream Zipline @ Kingkong Smile and Dip in Hot Spring,Outdoor Activities,0.9777
"Da Nang, Da Nang Municipality, Vietnam",5,Jungle Flight Zipline Adventure From Chiang Mai,Outdoor Activities,0.9776
"Da Nang, Da Nang Municipality, Vietnam",6,Horse Lesson+Riding+Wat Tonkwen wooden temple.Chiangmai,Outdoor Activities,0.9776
"Da Nang, Da Nang Municipality, Vietnam",7,Zipline Adventure at Skyline Jungle Luge Chiang Mai,Outdoor Activities,0.9769
"Da Nang, Da Nang Municipality, Vietnam",8,No.1 Chiang Mai: Stand Up Paddle Board through Mae Taeng Forest,Outdoor Activities,0.9769
"Da Nang, Da Nang Municipality, Vietnam",9,Kingkong Smile Zipline Adventure Tour From Chiang Mai,Outdoor Activities,0.9769
"Da Nang, Da Nang Municipality, Vietnam",10,Golf Package Chiangmai,Outdoor Activities,0.9766
"Da Nang, Da Nang Municipality, Vietnam",11,Kingkong Smile Zipline - Longest Highest Zipline in Chiang Mai,Outdoor Activities,0.9764
"Da Nang, Da Nang Municipality, Vietnam",12,Private Full-Day Trip to Doiinthanon National Park,Outdoor Activities,0.9764
"Da Nang, Da Nang Municipality, Vietnam",13,Hanoi city & food - scooter tour - four hours,Outdoor Activities,0.9762
"Da Nang, Da Nang Municipality, Vietnam",14,Motorcycle Tour from Hanoi to Saigon via Quy Nhon - 12 days,Outdoor Activities,0.976
"Da Nang, Da Nang Municipality, Vietnam",15,Sky Hawk Zipline Experience in Chiang Mai,Outdoor Activities,0.9758
"Da Nang, Da Nang Municipality, Vietnam",16,"Phoenix Adventure Park Zipline, High Rope Course In Chiang Mai",Outdoor Activities,0.9756
"Da Nang, Da Nang Municipality, Vietnam",17,Private Sticky Waterfall & Floating Srilanna National Park,Outdoor Activities,0.9753
"Da Nang, Da Nang Municipality, Vietnam",18,Chiangmai Grand Canyon and Royal Flora Rajapruk,Outdoor Activities,0.9744
"Da Nang, Da Nang Municipality, Vietnam",19,Pony Riding in Luang Prabang,Outdoor Activities,0.9743
"Da Nang, Da Nang Municipality, Vietnam",20,Zipline Experience in Chiang Mai,Outdoor Activities,0.9743
"Kuta, Bali, Indonesia",1,Jakarta Scooter Lessons and Motorcycle Lessons,Outdoor Activities,0.9537
"Kuta, Bali, Indonesia",2,Jakarta City Tour Motorbike,Outdoor Activities,0.9535
"Kuta, Bali, Indonesia",3,Kawah Putih tour - Day trip Ticket etc all including,Outdoor Activities,0.9534
"Kuta, Bali, Indonesia",4,Kawah Putih Tour From Bandung City,Outdoor Activities,0.9532
"Kuta, Bali, Indonesia",5,1 Day Motorcycle Adventure Tour West Java,Outdoor Activities,0.9532
"Kuta, Bali, Indonesia",6,Batukaras Countryside & Canyon Tour,Outdoor Activities,0.9531
"Kuta, Bali, Indonesia",7,Jakarta: Sentul Pine Forest and Waterfall Trekking Tour,Outdoor Activities,0.9527
"Kuta, Bali, Indonesia",8,Yogyakarta Hiking Nglanggeran with English / Dutch / Italian / French Guide,Outdoor Activities,0.9525
"Kuta, Bali, Indonesia",9,Cabaret Cave Yoga & Hike,Outdoor Activities,0.9524
"Kuta, Bali, Indonesia",10,Private Full Day Jomblang and Pindul Caves Oyyo River Tubing Tour,Outdoor Activities,0.9524
"Kuta, Bali, Indonesia",11,Perth's Outback Splash: General Entry Ticket,Outdoor Activities,0.9523
"Kuta, Bali, Indonesia",12,Kulon Progo Waterfall Yogyakarta with English / Dutch / Italian / French Guide,Outdoor Activities,0.9522
"Kuta, Bali, Indonesia",13,Authentic Andong Tour,Outdoor Activities,0.9521
"Kuta, Bali, Indonesia",14,Private Snorkeling and Island Hopping Tour in Karimunjawa,Outdoor Activities,0.9518
"Kuta, Bali, Indonesia",15,Yogyakarta Nglambor Beach Snorkeling Tour with Private Transport,Outdoor Activities,0.9518
"Kuta, Bali, Indonesia",16,"Jomblang Cave, Pindul Cave and Oyo River Tour",Outdoor Activities,0.9516
"Kuta, Bali, Indonesia",17,Yogyakarta Culinary & Walking Tour with English / Dutch / Italian / French Guide,Outdoor Activities,0.9515
"Kuta, Bali, Indonesia",18,Prambanan Yogyakarta Cycling Tour with English / Dutch / Italian / French Guide,Outdoor Activities,0.9514
"Kuta, Bali, Indonesia",19,Private Scooter Tour - Borobudur temple & Prambanan temple,Outdoor Activities,0.9514
"Kuta, Bali, Indonesia",20,PADI Open Water Course,Outdoor Activities,0.9511
"Guangzhou, Guangdong, China",1,Discover Sri Lanka’s Unique Marine Farming Culture,Tour And Sight Seeing,0.9149
"Guangzhou, Guangdong, China",2,Cubbon Park Walking Tour and Explore Bangalore's Heritage,Tour And Sight Seeing,0.9148
"Guangzhou, Guangdong, China",3,Bangalore Running Tour with Breakfast,Tour And Sight Seeing,0.9148
"Guangzhou, Guangdong, China",4,Private Bengaluru Food Walking Tour with Dinner,Tour And Sight Seeing,0.9148
"Guangzhou, Guangdong, China",5,Fraser Town Food Walk,Tour And Sight Seeing,0.9147
"Guangzhou, Guangdong, China",6,Bangalore Fort heritage walk,Tour And Sight Seeing,0.9147
"Guangzhou, Guangdong, China",7,Old Bangalore town Pettah walk,Tour And Sight Seeing,0.9147
"Guangzhou, Guangdong, China",8,Temple and Tiffin Food Trail,Tour And Sight Seeing,0.9147
"Guangzhou, Guangdong, China",9,Bygone Bengaluru: The Malleshwaram Heritage Walk,Tour And Sight Seeing,0.9147
"Guangzhou, Guangdong, China",10,Lalbagh Botanical park heritage walk,Tour And Sight Seeing,0.9147
"Guangzhou, Guangdong, China",11,Bull temple layout Heritage walk,Tour And Sight Seeing,0.9147
"Guangzhou, Guangdong, China",12,Sacred Bull walking tour in Bangalore with guide,Tour And Sight Seeing,0.9147
"Guangzhou, Guangdong, China",13,Legend of Tipu Sultan walking tour in Bangalore,Tour And Sight Seeing,0.9147
"Guangzhou, Guangdong, China",14,Basavanagudi Thindi Walk,Tour And Sight Seeing,0.9147
"Guangzhou, Guangdong, China",15,"Pete walk, an immersive walking tour in Bangalore with a guide",Tour And Sight Seeing,0.9147
"Guangzhou, Guangdong, China",16,Old Bangalore Walk an immersive walking tour in Bangalore,Tour And Sight Seeing,0.9147
"Guangzhou, Guangdong, China",17,Brews of Bengaluru- Pub Crawl,Tour And Sight Seeing,0.9147
"Guangzhou, Guangdong, China",18,Bangalore Heritage Stroll,Tour And Sight Seeing,0.9147
"Guangzhou, Guangdong, China",19,Bangalore Half Day Guided Tour in a Private Car,Tour And Sight Seeing,0.9147
"Guangzhou, Guangdong, China",20,Private Bangalore Shopping Spree and Bazaar Stroll,Tour And Sight Seeing,0.9147
"Guilin, Guangxi, China",1,Bangalore Basavanagudi Heritage Self Guided Walking Tour,Tour And Sight Seeing,0.9021
"Guilin, Guangxi, China",2,A Self-Guided Literary walk in Bangalore by author Zac O’Yeah,Tour And Sight Seeing,0.9018
"Guilin, Guangxi, China",3,Sunset Boat Tour in Panjim with DJ and Dance Shows,Tour And Sight Seeing,0.9016
"Guilin, Guangxi, China",4,2-Hour Campal Heritage Walking Tour from Panjim with Guide,Tour And Sight Seeing,0.9016
"Guilin, Guangxi, China",5,Panjim: Fontainhas and Beyond | Heritage Walk,Tour And Sight Seeing,0.9015
"Guilin, Guangxi, China",6,Walk Through the Ruins of Old Goa (2 Hours Guided Walking Tour),Tour And Sight Seeing,0.9013
"Guilin, Guangxi, China",7,Explore Goas' Latin Quarter in a Series of Fun Cryptic Clues,Tour And Sight Seeing,0.9012
"Guilin, Guangxi, China",8,Campal Heritage Walk (2 Hours Guided Walking Tour),Tour And Sight Seeing,0.9012
"Guilin, Guangxi, China",9,The Untold Mysteries of Comba (Goa) with a local - History & Culture Special,Tour And Sight Seeing,0.9012
"Guilin, Guangxi, China",10,Dolphin Spotting Tour,Tour And Sight Seeing,0.9011
"Guilin, Guangxi, China",11,Guardian Spirits of Goa the Heritage Tour,Tour And Sight Seeing,0.901
"Guilin, Guangxi, China",12,Walk of Divinity Bangalore,Tour And Sight Seeing,0.9006
"Guilin, Guangxi, China",13,Walk on Tales of Bangalore,Tour And Sight Seeing,0.9006
"Guilin, Guangxi, China",14,Hidden Gems of Veling Village (Goa) Tour with a local- History & Culture Special,Tour And Sight Seeing,0.9004
"Guilin, Guangxi, China",15,The Sacred Walk of Bandora (Goa) with a local - History & Culture Special,Tour And Sight Seeing,0.9004
"Guilin, Guangxi, China",16,FLOWER and FRUIT market tour,Tour And Sight Seeing,0.9003
"Guilin, Guangxi, China",17,South Goa Sightseeing Full Day Tour ( 09 am - 06 pm ),Tour And Sight Seeing,0.9002
"Guilin, Guangxi, China",18,Bangalore Night Walking Tour,Tour And Sight Seeing,0.9002
"Guilin, Guangxi, China",19,The Making of Margao,Tour And Sight Seeing,0.9001
"Guilin, Guangxi, China",20,Highlights of Portuguese influenced Goa (2 Hours Guided Walking Tour),Tour And Sight Seeing,0.9
"Chengdu, Sichuan, China",1,Delhi and Agra 2 Days Tour (Taj Mahal at Sunrise/Sunset),Wedding,0.9055
"Chengdu, Sichuan, China",2,2-Days Golden Triangle Tour India (Agra & Jaipur Tour),Wedding,0.9055
"Chengdu, Sichuan, China",3,Romantic Honeymoon Tour In Taj Mahal Suroundings,Wedding,0.9055
"Chengdu, Sichuan, China",4,Private 5 Days Kullu Manali Manikaran Himachal Tour From Delhi,Wedding,0.9054
"Chengdu, Sichuan, China",5,5 Days Tour in Raj to Taj & Beyond - Golden Triangle,Wedding,0.9052
"Chengdu, Sichuan, China",6,Crown Your Golden Triangle Tour With A Goan Adventure,Wedding,0.905
"Chengdu, Sichuan, China",7,2 Days Private Taj Mahal Tour for Couple,Wedding,0.9048
"Chengdu, Sichuan, China",8,"5 Days Private Golden Triangle Tour: Delhi, Agra and Jaipur",Wedding,0.9043
"Chengdu, Sichuan, China",9,6 Days Shimla Manali Chandigarh Tour (Ex- Delhi),Wedding,0.904
"Chengdu, Sichuan, China",10,"Private 5 Days Golden Triangle Tour: Delhi, Agra and Jaipur",Wedding,0.9035
"Chengdu, Sichuan, China",11,7 Night 8 Days Taj Mahal with Kashmir Tour Package,Wedding,0.9028
"Chengdu, Sichuan, China",12,Best of North India Tour,Wedding,0.9023
"Chengdu, Sichuan, China",13,Northern Lights Group Tour from Akureyri,After Dark,0.8976
"Chengdu, Sichuan, China",14,Photography tour - Northern light Hunting from Akureyri,After Dark,0.8962
"Chengdu, Sichuan, China",15,Northern Lights Classic MiniBus Tour from Akureyri,After Dark,0.896
"Chengdu, Sichuan, China",16,Northern Lights Tour from Husavik,After Dark,0.896
"Chengdu, Sichuan, China",17,Northern Lights 4x4 Jeep/van Tour from Akureyri,After Dark,0.8953
"Chengdu, Sichuan, China",18,The Golden Circle Classic - with Transfers,Family Friendly,0.8939
"Chengdu, Sichuan, China",19,Golden Circle and Secret Lagoon,Family Friendly,0.8937
"Chengdu, Sichuan, China",20,Private Northern Lights Tour from Husavik,After Dark,0.8937
"Almaty, Kazakhstan",1,Bishnoi Village Safari,Outdoor Activities,0.9078
"Almaty, Kazakhstan",2,Jodhpur sightseeing and Osian camel safari Private Tour,Outdoor Activities,0.9075
"Almaty, Kazakhstan",3,Walk To blue city heritage tour with guide,Outdoor Activities,0.9068
"Almaty, Kazakhstan",4,Private Full Day Jodhpur Sightseeing And Blue City Walking Tour With Guide,Outdoor Activities,0.9059
"Almaty, Kazakhstan",5,Bike Riders Jaisalmer - Bike Rent In Jaisalmer,Outdoor Activities,0.9025
"Almaty, Kazakhstan",6,Photography Tours in Jodhpur,Outdoor Activities,0.8986
"Almaty, Kazakhstan",7,"Sarnath Audio Tour on HopOn India App – Land of Buddha's First Sermon, Varanasi",Outdoor Activities,0.8942
"Almaty, Kazakhstan",8,Jhalana Panther Safari Park Tour in Jaipur,Outdoor Activities,0.8927
"Almaty, Kazakhstan",9,Jaipur - Sambhar Lake Motorcycle adventure,Outdoor Activities,0.8925
"Almaty, Kazakhstan",10,Udaipur Sightseeing Tour with Jagmandir Boat ride and City Palace,Shows & Concerts,0.8917
"Almaty, Kazakhstan",11,Sunrise Trek in Galta Ji Temple,Outdoor Activities,0.891
"Almaty, Kazakhstan",12,4-Day Tours: Dubai City -Safari -Abu Dhabi -Dhow Cruise -Dibba,Outdoor Activities,0.89
"Almaty, Kazakhstan",13,"Single Walking Tour. Local culture, religion, traditions and more. Daily Tour",Outdoor Activities,0.89
"Almaty, Kazakhstan",14,"Sunrise & Morning Down Town, Walking Tour. Daily Tour",Outdoor Activities,0.8899
"Almaty, Kazakhstan",15,Desert Safari Small Group Tour,Outdoor Activities,0.8895
"Almaty, Kazakhstan",16,E-foil Audi in Dubai Palm Jumeirah by Water World Sports,Outdoor Activities,0.8893
"Almaty, Kazakhstan",17,Flyboard tour in Dubai duration 1H,Outdoor Activities,0.8891
"Almaty, Kazakhstan",18,E-Foil Experience inside Palm Jumeirah Dubai,Outdoor Activities,0.8891
"Almaty, Kazakhstan",19,Walking tours - for an authentic Varanasi experience,Outdoor Activities,0.8889
"Almaty, Kazakhstan",20,Banana Boat Ride Dubai,Outdoor Activities,0.8886
"Edinburgh, Scotland, United Kingdom",1,Skip the Line: Guray Museum Admission Ticket,Shows & Concerts,0.9336
"Edinburgh, Scotland, United Kingdom",2,Derinkuyu Underground City Entry Ticket,Shows & Concerts,0.931
"Edinburgh, Scotland, United Kingdom",3,Zelve Open Air Museum Entry Ticket,Shows & Concerts,0.9307
"Edinburgh, Scotland, United Kingdom",4,Derinkuyu Underground City Entry Ticket,Shows & Concerts,0.9303
"Edinburgh, Scotland, United Kingdom",5,Goreme Open Air Museum Entry Ticket,Shows & Concerts,0.9296
"Edinburgh, Scotland, United Kingdom",6,Goreme Open Air Museum Skip-the-Ticket-Line Ticket,Shows & Concerts,0.9296
"Edinburgh, Scotland, United Kingdom",7,5-Day Escorted Anzac Tour from Istanbul,Tour And Sight Seeing,0.9258
"Edinburgh, Scotland, United Kingdom",8,Biblical 10 Day Tour of the Seven Churches in Turkey,Tour And Sight Seeing,0.9257
"Edinburgh, Scotland, United Kingdom",9,8 Days - Biblical Turkey,Tour And Sight Seeing,0.9257
"Edinburgh, Scotland, United Kingdom",10,6 Days In Depth Private Tour in Turkey,Tour And Sight Seeing,0.9257
"Edinburgh, Scotland, United Kingdom",11,14-Days Turkish Breeze with 4 Nights Iconic Aegeans,Tour And Sight Seeing,0.9257
"Edinburgh, Scotland, United Kingdom",12,Private 9 Day Tour from Istanbul in Turkey,Tour And Sight Seeing,0.9257
"Edinburgh, Scotland, United Kingdom",13,9 Day Culture and History to Explore Turkey,Tour And Sight Seeing,0.9257
"Edinburgh, Scotland, United Kingdom",14,7 Day Private Western Turkey Tour From Istanbul,Tour And Sight Seeing,0.9257
"Edinburgh, Scotland, United Kingdom",15,Turkey Highlights 10 Days Istanbul Cappadocia Ephesus Pamukkale,Tour And Sight Seeing,0.9257
"Edinburgh, Scotland, United Kingdom",16,Heritage of the Southeast Tour by Plane,Tour And Sight Seeing,0.9257
"Edinburgh, Scotland, United Kingdom",17,8 Days Private Tour of Pearls of Anatolia in Istanbul,Tour And Sight Seeing,0.9256
"Edinburgh, Scotland, United Kingdom",18,Customized 10 Days Turkey Family Tour with Aegean Sea,Tour And Sight Seeing,0.9256
"Edinburgh, Scotland, United Kingdom",19,12-Days Private Turkish Treasures Tour in Turkey,Tour And Sight Seeing,0.9256
"Edinburgh, Scotland, United Kingdom",20,Journey Through the East 8 Nights 9 Days of Exploration by Plane,Tour And Sight Seeing,0.9256
